Order_No,Time from Pickup to Arrival
Order_No_985,1082.3
Order_No_7635,1314.8
Order_No_24304,1599.5
Order_No_10212,1913.2
Order_No_25083,1427.7
Order_No_25830,1361.7
Order_No_7873,1250.8
Order_No_25510,1037.3
Order_No_23442,1740.9
Order_No_6709,1618.7
Order_No_5515,1833.9
Order_No_13413,1500.7
Order_No_4949,1860.7
Order_No_23397,1322.2
Order_No_964,1314.9
Order_No_16384,1396.0
Order_No_6598,2263.9
Order_No_24455,1811.7
Order_No_24914,1122.0
Order_No_23200,1830.9
Order_No_25569,1217.0
Order_No_23280,2202.1
Order_No_16694,1069.5
Order_No_4077,1339.4
Order_No_23664,700.9
Order_No_10280,991.9
Order_No_20249,711.4
Order_No_9600,1371.3
Order_No_10590,2708.4
Order_No_13350,1779.0
Order_No_6309,856.1
Order_No_3842,2114.4
Order_No_4522,725.9
Order_No_17682,920.3
Order_No_24366,2106.0
Order_No_12558,1702.0
Order_No_18576,2685.9
Order_No_18759,2430.1
Order_No_4008,3075.4
Order_No_766,2469.1
Order_No_5356,2666.0
Order_No_11178,1882.2
Order_No_22969,1536.3
Order_No_8350,1388.9
Order_No_9590,1764.3
Order_No_3963,811.9
Order_No_256,1299.8
Order_No_26648,912.6
Order_No_11906,1367.9
Order_No_10613,1270.2
Order_No_11748,1371.0
Order_No_27538,1329.8
Order_No_22045,1538.9
Order_No_2782,1118.1
Order_No_1795,1635.4
Order_No_21220,1470.2
Order_No_24237,1048.4
Order_No_7294,1326.9
Order_No_4850,1395.1
Order_No_4136,1263.4
Order_No_21854,1300.3
Order_No_17794,626.1
Order_No_7267,567.5
Order_No_2271,1437.6
Order_No_2624,2111.4
Order_No_18966,973.6
Order_No_10620,834.9
Order_No_23678,1769.0
Order_No_12085,2255.8
Order_No_17263,754.4
Order_No_24024,1773.1
Order_No_27601,1167.4
Order_No_6879,1396.7
Order_No_6470,1341.6
Order_No_4252,1710.5
Order_No_20277,1580.4
Order_No_10688,1760.4
Order_No_4977,1137.5
Order_No_21533,2436.7
Order_No_9781,1252.7
Order_No_19105,1749.9
Order_No_24841,1548.3
Order_No_27523,2130.1
Order_No_23716,1975.0
Order_No_14637,1569.6
Order_No_7276,2042.8
Order_No_19299,1659.1
Order_No_1025,1483.9
Order_No_22149,1625.9
Order_No_16333,2521.5
Order_No_25134,564.4
Order_No_9145,488.3
Order_No_22940,1221.3
Order_No_14157,2820.4
Order_No_22873,513.5
Order_No_10503,1353.9
Order_No_13407,823.8
Order_No_27422,1248.5
Order_No_24343,743.4
Order_No_3425,2777.0
Order_No_19030,811.1
Order_No_21520,2413.5
Order_No_27961,619.1
Order_No_14088,1763.3
Order_No_12026,2134.9
Order_No_14848,960.4
Order_No_21252,1583.9
Order_No_23651,1315.5
Order_No_21788,1309.7
Order_No_16483,1939.8
Order_No_27328,1135.7
Order_No_17430,2361.1
Order_No_10805,1018.6
Order_No_24394,1984.1
Order_No_5759,1555.7
Order_No_23949,1565.0
Order_No_12761,1383.9
Order_No_15095,1720.4
Order_No_15488,823.1
Order_No_10438,1107.5
Order_No_26443,1145.6
Order_No_15141,1140.9
Order_No_2192,931.7
Order_No_27933,1304.2
Order_No_9606,1670.4
Order_No_3162,2226.9
Order_No_15728,1431.6
Order_No_11121,1665.7
Order_No_19984,1727.5
Order_No_15683,1490.2
Order_No_789,1250.1
Order_No_9878,1529.3
Order_No_12531,1688.5
Order_No_11340,852.2
Order_No_3333,1438.3
Order_No_5621,1238.1
Order_No_18642,1558.6
Order_No_1758,855.7
Order_No_7060,1338.6
Order_No_1996,1685.9
Order_No_3249,887.7
Order_No_23313,1529.7
Order_No_9218,1210.2
Order_No_5678,2729.0
Order_No_17073,1705.4
Order_No_1669,2241.6
Order_No_11691,1668.1
Order_No_26922,1533.8
Order_No_6273,859.3
Order_No_13954,2104.1
Order_No_18299,1124.6
Order_No_9866,1456.1
Order_No_14010,1197.3
Order_No_12504,2433.8
Order_No_26094,1143.6
Order_No_13353,1290.6
Order_No_24661,1448.0
Order_No_9663,1530.9
Order_No_11085,983.7
Order_No_17897,1286.2
Order_No_16315,798.4
Order_No_13527,780.8
Order_No_22968,644.7
Order_No_13792,2162.9
Order_No_6720,1748.2
Order_No_1516,2160.9
Order_No_22397,1360.4
Order_No_21104,1502.5
Order_No_14469,908.7
Order_No_124,843.6
Order_No_14959,1154.4
Order_No_9621,860.3
Order_No_4259,2299.1
Order_No_16065,703.9
Order_No_15914,1701.3
Order_No_7915,1029.7
Order_No_23036,1878.7
Order_No_14779,1350.4
Order_No_27381,2053.5
Order_No_19898,1031.9
Order_No_24710,1767.5
Order_No_4568,1502.8
Order_No_19925,1920.9
Order_No_8236,1312.5
Order_No_10753,2076.7
Order_No_25148,1617.1
Order_No_10113,2374.4
Order_No_24716,1525.1
Order_No_20796,1548.5
Order_No_26666,2349.8
Order_No_26218,1200.7
Order_No_19522,1481.1
Order_No_18819,1110.9
Order_No_14329,1365.6
Order_No_18132,783.3
Order_No_17756,1305.8
Order_No_19189,839.2
Order_No_23646,643.5
Order_No_1575,864.6
Order_No_12783,1149.2
Order_No_10024,1361.3
Order_No_25414,1478.3
Order_No_11465,1754.2
Order_No_6410,741.9
Order_No_19977,1068.9
Order_No_16825,1398.8
Order_No_3584,736.2
Order_No_15539,1297.8
Order_No_15158,1403.6
Order_No_17490,2197.2
Order_No_7544,1319.4
Order_No_5731,969.8
Order_No_5868,846.4
Order_No_14440,1591.1
Order_No_11975,791.7
Order_No_12964,1020.2
Order_No_1976,1518.9
Order_No_28141,1572.9
Order_No_8511,599.6
Order_No_9561,1319.7
Order_No_12437,795.1
Order_No_18400,2404.6
Order_No_21736,1375.5
Order_No_12853,2646.9
Order_No_15245,1362.7
Order_No_21050,655.5
Order_No_296,944.2
Order_No_8689,1043.0
Order_No_27766,2601.9
Order_No_829,1864.1
Order_No_8223,2225.1
Order_No_11036,1297.6
Order_No_26788,1875.4
Order_No_4953,1229.3
Order_No_22655,971.6
Order_No_9568,1620.6
Order_No_20300,2074.0
Order_No_20891,560.1
Order_No_23568,1509.4
Order_No_2853,1264.4
Order_No_14086,748.9
Order_No_28230,3009.0
Order_No_15567,2310.5
Order_No_11238,2190.5
Order_No_1801,1893.3
Order_No_9009,1164.7
Order_No_28131,2099.4
Order_No_10842,2310.7
Order_No_20373,2113.4
Order_No_10859,940.4
Order_No_11137,1424.9
Order_No_26971,997.0
Order_No_12578,861.7
Order_No_11551,1107.9
Order_No_20146,1456.7
Order_No_11022,1777.6
Order_No_12977,1506.5
Order_No_7347,1817.8
Order_No_1547,2168.0
Order_No_11947,1883.1
Order_No_15396,1283.7
Order_No_4515,1837.7
Order_No_25323,1741.5
Order_No_25326,929.8
Order_No_5704,1244.4
Order_No_24556,1737.9
Order_No_26462,1975.7
Order_No_18180,1886.3
Order_No_10049,2209.5
Order_No_22193,2056.6
Order_No_11518,1716.6
Order_No_26394,1762.4
Order_No_14679,1235.7
Order_No_19836,1667.8
Order_No_27476,1393.0
Order_No_7715,2068.6
Order_No_12326,2984.1
Order_No_2450,754.1
Order_No_7718,1501.0
Order_No_5850,1560.5
Order_No_20046,2184.6
Order_No_8764,795.1
Order_No_5769,1988.7
Order_No_18659,1186.8
Order_No_17403,1294.2
Order_No_15478,1107.5
Order_No_3126,897.3
Order_No_16300,855.3
Order_No_1905,2047.6
Order_No_13191,1908.7
Order_No_17865,1476.1
Order_No_2647,2064.8
Order_No_14687,2258.7
Order_No_21424,794.1
Order_No_3750,1338.1
Order_No_14033,1296.7
Order_No_5460,1293.0
Order_No_16754,2686.2
Order_No_25642,1561.5
Order_No_15134,2508.3
Order_No_22029,1624.3
Order_No_18023,1264.1
Order_No_27079,1325.3
Order_No_19375,2213.6
Order_No_27970,1399.8
Order_No_19005,1764.6
Order_No_11385,1406.1
Order_No_8288,1395.8
Order_No_7459,870.2
Order_No_20632,1447.9
Order_No_21273,1392.2
Order_No_18561,603.4
Order_No_21434,2528.3
Order_No_12447,1922.7
Order_No_24669,1854.8
Order_No_5984,1888.2
Order_No_4667,1301.4
Order_No_7319,633.3
Order_No_25697,2827.6
Order_No_15181,930.1
Order_No_21519,943.8
Order_No_22483,640.5
Order_No_17874,603.8
Order_No_20473,1273.8
Order_No_25570,1562.8
Order_No_25648,488.3
Order_No_24753,1986.2
Order_No_18890,2409.9
Order_No_16308,1537.8
Order_No_18837,2197.1
Order_No_15773,760.6
Order_No_602,2744.9
Order_No_4171,2802.9
Order_No_9418,1532.8
Order_No_23480,1366.5
Order_No_14641,1795.1
Order_No_2556,1005.0
Order_No_25209,2330.0
Order_No_3451,1182.9
Order_No_2864,2137.7
Order_No_23533,2064.9
Order_No_11957,1016.9
Order_No_15818,1989.6
Order_No_12221,966.2
Order_No_15027,637.0
Order_No_13046,1056.4
Order_No_23294,1281.2
Order_No_17619,2171.0
Order_No_27669,1098.3
Order_No_10126,619.6
Order_No_27144,1560.2
Order_No_482,1748.0
Order_No_4556,1157.3
Order_No_12648,1381.3
Order_No_14121,1249.6
Order_No_14255,1186.2
Order_No_27586,1730.7
Order_No_27203,2227.1
Order_No_17462,941.0
Order_No_23192,1213.2
Order_No_18063,900.2
Order_No_25906,1549.8
Order_No_24348,988.2
Order_No_2524,693.3
Order_No_3775,1174.4
Order_No_13760,973.1
Order_No_14102,1582.4
Order_No_1055,2374.1
Order_No_21376,1409.0
Order_No_5661,1790.3
Order_No_23684,1095.7
Order_No_424,1184.4
Order_No_26558,1954.2
Order_No_10185,2106.6
Order_No_5646,2169.7
Order_No_16792,422.4
Order_No_16581,3355.6
Order_No_1863,2191.6
Order_No_21003,1860.7
Order_No_10001,1167.7
Order_No_18704,1477.9
Order_No_7701,1518.4
Order_No_13579,1815.1
Order_No_12008,634.7
Order_No_26883,2223.9
Order_No_24465,1629.7
Order_No_6494,536.2
Order_No_13066,1656.4
Order_No_22257,2080.7
Order_No_6516,606.6
Order_No_22550,315.9
Order_No_24299,1422.8
Order_No_4782,314.6
Order_No_4082,366.9
Order_No_12482,1391.9
Order_No_15890,838.9
Order_No_7213,2457.2
Order_No_21194,2840.6
Order_No_5267,1252.0
Order_No_3904,1364.1
Order_No_11012,1893.5
Order_No_5117,735.5
Order_No_8954,1630.6
Order_No_12770,1316.4
Order_No_13716,1518.9
Order_No_25537,1481.5
Order_No_25107,1233.1
Order_No_27085,1190.2
Order_No_21537,1843.7
Order_No_6384,576.2
Order_No_19098,2291.0
Order_No_15246,757.8
Order_No_8349,1694.1
Order_No_22526,1824.8
Order_No_9812,843.8
Order_No_24748,1078.5
Order_No_15407,1863.2
Order_No_11860,1788.0
Order_No_8429,1631.4
Order_No_12697,1865.1
Order_No_17141,2995.6
Order_No_5244,1520.8
Order_No_6835,1609.7
Order_No_19775,1965.1
Order_No_2305,1343.6
Order_No_9119,1284.2
Order_No_27293,1525.3
Order_No_9051,1415.3
Order_No_8152,2597.1
Order_No_23689,2317.9
Order_No_8230,1660.4
Order_No_11158,1965.2
Order_No_14153,1874.4
Order_No_18769,2318.7
Order_No_5431,775.3
Order_No_15551,1206.5
Order_No_12236,1615.8
Order_No_13596,2000.8
Order_No_26104,1393.1
Order_No_19401,2269.0
Order_No_16881,2122.3
Order_No_27894,2960.8
Order_No_25738,1286.0
Order_No_13386,2326.7
Order_No_465,812.8
Order_No_18333,1138.9
Order_No_2769,2097.9
Order_No_23250,928.5
Order_No_27735,1339.8
Order_No_27404,747.0
Order_No_2236,2403.5
Order_No_18978,2148.5
Order_No_1993,2564.4
Order_No_9200,1356.8
Order_No_13988,594.7
Order_No_1444,2401.4
Order_No_25790,2244.7
Order_No_1469,1553.0
Order_No_5783,1357.7
Order_No_24060,746.8
Order_No_8961,1800.5
Order_No_15132,1426.2
Order_No_7209,1660.6
Order_No_2068,1193.3
Order_No_2738,1611.5
Order_No_28246,2008.9
Order_No_18836,1442.9
Order_No_24403,3007.9
Order_No_19574,2586.1
Order_No_4704,1351.6
Order_No_7855,2228.4
Order_No_17944,1262.2
Order_No_28002,824.1
Order_No_10225,1493.2
Order_No_25407,1217.5
Order_No_17613,1133.1
Order_No_24585,2912.3
Order_No_24075,1556.7
Order_No_6875,1186.1
Order_No_17196,1440.9
Order_No_16441,2363.1
Order_No_10550,2068.2
Order_No_17777,1904.3
Order_No_20164,1373.5
Order_No_16659,1513.4
Order_No_3746,2042.9
Order_No_3915,2069.6
Order_No_14803,1830.6
Order_No_11049,832.2
Order_No_18799,1182.8
Order_No_22124,1521.6
Order_No_22508,1969.7
Order_No_11686,1107.9
Order_No_19414,1925.3
Order_No_23300,2524.2
Order_No_21329,1829.4
Order_No_22927,786.3
Order_No_3395,2272.3
Order_No_24504,3243.3
Order_No_16297,983.5
Order_No_8550,1861.1
Order_No_21643,1880.3
Order_No_16139,1790.0
Order_No_21954,2437.3
Order_No_23109,799.2
Order_No_18329,2997.5
Order_No_22732,1897.8
Order_No_10647,1234.2
Order_No_5574,1889.7
Order_No_4499,1657.5
Order_No_22538,1800.4
Order_No_25755,2337.4
Order_No_7791,1859.6
Order_No_22381,1367.8
Order_No_10363,3029.1
Order_No_10756,1947.5
Order_No_6036,1652.3
Order_No_17047,1905.2
Order_No_2575,2832.0
Order_No_17703,1205.6
Order_No_6571,2653.6
Order_No_4720,1434.4
Order_No_23555,1896.6
Order_No_16502,1379.5
Order_No_16290,2381.4
Order_No_9796,1975.4
Order_No_7577,1464.4
Order_No_8090,2019.5
Order_No_20734,1742.8
Order_No_21398,1447.1
Order_No_25640,1598.7
Order_No_9843,1952.2
Order_No_11565,1835.9
Order_No_18753,1914.6
Order_No_10873,1976.1
Order_No_21583,1692.7
Order_No_23756,1945.2
Order_No_22621,1449.8
Order_No_15410,1672.4
Order_No_3807,2162.8
Order_No_25118,2247.0
Order_No_13961,629.2
Order_No_18694,1590.6
Order_No_21770,1228.7
Order_No_15450,2085.3
Order_No_25610,703.1
Order_No_23577,1218.4
Order_No_23868,1787.3
Order_No_27772,2162.8
Order_No_13620,1449.1
Order_No_20929,1717.9
Order_No_9832,800.3
Order_No_19583,1513.3
Order_No_19240,781.3
Order_No_27405,1582.5
Order_No_415,1374.1
Order_No_2074,1824.3
Order_No_4273,1422.5
Order_No_14551,1389.4
Order_No_17307,2728.3
Order_No_23164,1486.9
Order_No_27245,1247.9
Order_No_9319,1766.2
Order_No_5988,2387.4
Order_No_25017,2039.2
Order_No_22832,1488.7
Order_No_5081,1120.8
Order_No_7674,2404.0
Order_No_4758,1694.0
Order_No_22178,2280.9
Order_No_11058,698.0
Order_No_11808,2037.6
Order_No_23538,2122.2
Order_No_19906,1217.8
Order_No_4829,1420.0
Order_No_24015,992.0
Order_No_9511,1491.4
Order_No_26575,2600.1
Order_No_14420,1620.5
Order_No_6532,732.5
Order_No_11065,937.1
Order_No_14081,673.6
Order_No_26903,1120.3
Order_No_14675,934.9
Order_No_14561,1329.1
Order_No_1649,1487.1
Order_No_23121,1827.7
Order_No_13967,1524.7
Order_No_13337,1047.0
Order_No_21354,2511.0
Order_No_18106,1485.1
Order_No_7540,1325.8
Order_No_21279,1377.0
Order_No_25422,2028.7
Order_No_5569,1603.5
Order_No_9093,1005.7
Order_No_17674,713.7
Order_No_27296,1308.4
Order_No_26022,1155.8
Order_No_5230,1026.7
Order_No_8694,1081.4
Order_No_20574,1289.3
Order_No_3003,637.1
Order_No_27180,1374.8
Order_No_26183,1675.8
Order_No_25483,982.3
Order_No_3442,942.1
Order_No_15600,1941.4
Order_No_14308,595.1
Order_No_6373,1500.0
Order_No_11511,1624.9
Order_No_19134,875.2
Order_No_16891,531.7
Order_No_13968,651.4
Order_No_5638,1817.9
Order_No_21913,1769.8
Order_No_15448,2346.9
Order_No_9404,734.8
Order_No_1472,1995.2
Order_No_8172,1991.9
Order_No_94,1711.3
Order_No_9637,1094.8
Order_No_4123,1245.7
Order_No_2416,1217.6
Order_No_23129,508.3
Order_No_9347,1517.0
Order_No_13319,1255.4
Order_No_22804,2215.1
Order_No_3269,1435.3
Order_No_10457,2543.1
Order_No_18036,2001.7
Order_No_13652,1415.8
Order_No_25454,1602.9
Order_No_18189,1230.7
Order_No_22266,1472.7
Order_No_28208,1428.0
Order_No_16933,2369.0
Order_No_18639,1804.7
Order_No_11904,1259.2
Order_No_5980,1357.7
Order_No_17205,1294.9
Order_No_25838,2143.0
Order_No_25963,1340.9
Order_No_1309,1914.4
Order_No_7512,2678.4
Order_No_13915,2212.7
Order_No_3115,2195.5
Order_No_1948,1637.2
Order_No_519,2051.2
Order_No_16388,1201.2
Order_No_26874,1696.3
Order_No_15234,1290.7
Order_No_19028,2022.5
Order_No_8126,2935.2
Order_No_9111,1405.1
Order_No_21503,1318.5
Order_No_12499,966.4
Order_No_18928,2022.3
Order_No_5465,1279.5
Order_No_13048,1623.9
Order_No_2857,800.5
Order_No_25844,1269.1
Order_No_18487,1210.5
Order_No_6215,1421.0
Order_No_1692,1559.0
Order_No_4116,1399.2
Order_No_14678,2578.7
Order_No_25192,2089.6
Order_No_8729,1665.8
Order_No_18250,1726.7
Order_No_3831,1521.9
Order_No_9204,2551.1
Order_No_1947,1565.0
Order_No_13552,1235.9
Order_No_529,1640.0
Order_No_2755,928.0
Order_No_23778,1562.3
Order_No_2495,1437.7
Order_No_2016,1429.4
Order_No_21794,1156.5
Order_No_9208,1291.6
Order_No_15822,656.8
Order_No_6575,1385.6
Order_No_3949,1975.8
Order_No_319,1800.2
Order_No_17814,1965.0
Order_No_23307,893.6
Order_No_6446,477.8
Order_No_12528,1610.0
Order_No_26599,1227.6
Order_No_3487,2597.2
Order_No_26204,1541.9
Order_No_3519,961.0
Order_No_18444,2341.8
Order_No_12235,1535.8
Order_No_19357,568.4
Order_No_19141,1561.1
Order_No_26540,460.0
Order_No_2567,1303.9
Order_No_18914,1255.1
Order_No_18443,570.5
Order_No_13480,1534.7
Order_No_5674,1340.1
Order_No_18355,1253.2
Order_No_25212,1471.4
Order_No_4425,1588.0
Order_No_19917,1425.9
Order_No_1421,1484.8
Order_No_5233,2400.4
Order_No_7452,1293.8
Order_No_19368,1361.0
Order_No_25737,895.8
Order_No_7326,564.2
Order_No_23489,1181.5
Order_No_1104,1804.2
Order_No_26621,1820.6
Order_No_2952,1795.2
Order_No_3415,1973.4
Order_No_1563,1609.4
Order_No_13782,1292.6
Order_No_20275,1645.9
Order_No_26996,1747.5
Order_No_26414,2210.4
Order_No_19280,2778.5
Order_No_7451,705.5
Order_No_13396,526.7
Order_No_11596,975.8
Order_No_25476,743.0
Order_No_4984,1891.9
Order_No_6973,850.4
Order_No_3206,2663.6
Order_No_16596,2969.0
Order_No_12643,2702.4
Order_No_14091,1426.1
Order_No_213,1887.7
Order_No_8808,906.9
Order_No_317,742.9
Order_No_15651,841.0
Order_No_25298,1658.9
Order_No_4535,1755.4
Order_No_11323,1381.7
Order_No_5165,1260.5
Order_No_3136,819.1
Order_No_5088,1955.9
Order_No_21558,2601.9
Order_No_3257,999.8
Order_No_23049,2675.8
Order_No_25176,2518.5
Order_No_12687,415.6
Order_No_24853,2361.3
Order_No_14850,941.2
Order_No_18665,630.3
Order_No_22882,2187.4
Order_No_9441,2518.5
Order_No_14541,2052.3
Order_No_16904,1776.4
Order_No_7186,1383.8
Order_No_9436,958.2
Order_No_6053,1445.8
Order_No_14042,968.0
Order_No_26139,1119.5
Order_No_24155,1825.4
Order_No_24770,1619.9
Order_No_27603,1173.6
Order_No_21432,1685.6
Order_No_7858,796.3
Order_No_28000,2344.9
Order_No_14889,669.1
Order_No_10413,1479.8
Order_No_27219,1582.6
Order_No_26705,894.7
Order_No_3483,1465.7
Order_No_261,2475.9
Order_No_18550,1794.8
Order_No_5748,1386.6
Order_No_1157,1778.5
Order_No_23613,1759.9
Order_No_546,2202.5
Order_No_715,1533.6
Order_No_20059,2373.2
Order_No_13189,1111.7
Order_No_18969,1864.0
Order_No_3943,724.0
Order_No_6577,1937.2
Order_No_20793,1511.2
Order_No_14735,1324.7
Order_No_21828,1689.5
Order_No_11954,1871.3
Order_No_19606,1478.8
Order_No_20190,1810.5
Order_No_6293,1510.2
Order_No_19076,1489.7
Order_No_23510,1262.2
Order_No_2081,871.2
Order_No_27376,1873.5
Order_No_24681,1345.3
Order_No_13432,856.8
Order_No_7068,818.9
Order_No_11210,2181.4
Order_No_4945,2761.7
Order_No_21141,1677.6
Order_No_13591,1681.8
Order_No_401,699.9
Order_No_6689,837.2
Order_No_217,1446.8
Order_No_1146,1402.8
Order_No_15868,1392.5
Order_No_20107,1499.5
Order_No_21858,2533.0
Order_No_192,992.1
Order_No_20966,1011.6
Order_No_21055,1383.5
Order_No_2578,2247.9
Order_No_26140,1110.2
Order_No_10493,2659.7
Order_No_21511,1740.6
Order_No_14758,641.5
Order_No_23600,1421.5
Order_No_16163,1653.5
Order_No_2753,2059.9
Order_No_18417,1659.4
Order_No_15441,894.4
Order_No_20399,1801.8
Order_No_1557,1672.8
Order_No_22976,1150.2
Order_No_14977,1032.0
Order_No_23931,1228.8
Order_No_9924,2094.0
Order_No_15515,496.3
Order_No_14875,1724.3
Order_No_4685,934.0
Order_No_3195,1566.6
Order_No_7804,3137.2
Order_No_9508,1946.8
Order_No_6383,1969.6
Order_No_21201,1666.0
Order_No_7993,1435.6
Order_No_17969,1020.9
Order_No_1108,819.4
Order_No_22773,1749.3
Order_No_6979,1720.9
Order_No_16398,1641.0
Order_No_14826,1715.8
Order_No_15913,1097.7
Order_No_7771,2272.0
Order_No_23435,2003.3
Order_No_11535,1019.5
Order_No_27316,2194.5
Order_No_8480,1764.1
Order_No_25899,749.2
Order_No_18590,1404.1
Order_No_26272,1348.2
Order_No_15392,909.3
Order_No_5380,1525.1
Order_No_8643,1435.7
Order_No_17466,826.1
Order_No_14767,1404.8
Order_No_25026,1487.2
Order_No_24087,1775.5
Order_No_6993,2090.5
Order_No_5765,748.2
Order_No_23473,1270.1
Order_No_27597,966.9
Order_No_17483,1822.7
Order_No_2123,1832.1
Order_No_24220,1433.8
Order_No_11436,2149.1
Order_No_2943,1927.6
Order_No_14300,2220.0
Order_No_7735,651.9
Order_No_23008,1500.2
Order_No_19895,1099.9
Order_No_14387,977.7
Order_No_18657,715.6
Order_No_8114,1426.6
Order_No_7327,1236.5
Order_No_14885,475.5
Order_No_27890,2252.5
Order_No_16258,2872.3
Order_No_8960,730.2
Order_No_2338,1914.5
Order_No_23173,866.1
Order_No_11073,1948.1
Order_No_7856,546.9
Order_No_27842,2598.2
Order_No_5113,1373.5
Order_No_6923,1083.1
Order_No_20165,1398.9
Order_No_21905,1935.5
Order_No_5801,2778.3
Order_No_26159,1774.0
Order_No_20877,993.5
Order_No_26911,767.9
Order_No_3757,3219.4
Order_No_3752,1387.1
Order_No_25832,1797.3
Order_No_181,2367.3
Order_No_14129,1198.2
Order_No_1356,1664.9
Order_No_3834,2638.6
Order_No_18926,548.7
Order_No_11424,1143.3
Order_No_15691,1001.7
Order_No_11375,1413.4
Order_No_17928,695.5
Order_No_6949,645.7
Order_No_13379,2409.5
Order_No_5820,1768.4
Order_No_17461,1456.6
Order_No_28199,2185.4
Order_No_27845,925.3
Order_No_25741,2044.0
Order_No_12470,1831.2
Order_No_19543,1603.4
Order_No_19203,3068.7
Order_No_25867,2395.9
Order_No_675,2493.8
Order_No_19577,2462.7
Order_No_22316,1787.7
Order_No_7034,2506.7
Order_No_1732,1177.7
Order_No_24330,886.7
Order_No_14453,1382.5
Order_No_26436,2247.2
Order_No_20212,1698.7
Order_No_12058,1336.5
Order_No_3562,1669.6
Order_No_7220,1537.7
Order_No_17273,2620.7
Order_No_23354,3180.4
Order_No_20340,1205.7
Order_No_12806,2608.3
Order_No_25792,618.2
Order_No_6008,1620.6
Order_No_24713,1480.6
Order_No_22993,1276.1
Order_No_19052,1303.2
Order_No_26808,1674.6
Order_No_20198,2217.5
Order_No_25836,2532.4
Order_No_15687,1624.8
Order_No_7680,2468.2
Order_No_11224,1115.0
Order_No_16544,2928.2
Order_No_27221,1274.3
Order_No_25128,3047.6
Order_No_761,664.2
Order_No_27343,2181.6
Order_No_11664,1401.1
Order_No_10916,1166.0
Order_No_128,2515.9
Order_No_22463,1118.9
Order_No_10746,1564.5
Order_No_11037,1542.2
Order_No_447,978.2
Order_No_10265,1608.5
Order_No_8561,1698.3
Order_No_10616,1282.3
Order_No_24453,1162.8
Order_No_25720,1213.0
Order_No_2073,2815.2
Order_No_152,772.6
Order_No_15905,1715.8
Order_No_5111,1305.0
Order_No_11745,2020.7
Order_No_8788,1301.8
Order_No_1584,2249.6
Order_No_18483,2285.2
Order_No_614,1914.3
Order_No_19519,1753.2
Order_No_22412,2213.0
Order_No_2018,794.1
Order_No_25555,1669.6
Order_No_20482,2395.9
Order_No_20322,786.2
Order_No_854,1521.4
Order_No_13549,988.6
Order_No_3837,1440.3
Order_No_4363,1241.1
Order_No_18768,1037.7
Order_No_19283,1411.6
Order_No_22652,1205.6
Order_No_1670,2930.8
Order_No_7641,2186.5
Order_No_5920,1812.1
Order_No_12747,629.6
Order_No_9503,2138.9
Order_No_14108,1828.3
Order_No_21815,1500.0
Order_No_1128,2065.4
Order_No_25548,958.5
Order_No_7325,1599.0
Order_No_26137,1099.5
Order_No_2399,2671.7
Order_No_4445,1589.8
Order_No_15429,2590.7
Order_No_23246,2735.3
Order_No_19501,1725.2
Order_No_12467,2206.1
Order_No_16527,543.9
Order_No_1465,1812.1
Order_No_12902,1686.0
Order_No_1751,1131.0
Order_No_24122,2096.0
Order_No_16059,1588.4
Order_No_3901,342.9
Order_No_8446,890.3
Order_No_10886,727.4
Order_No_26779,522.6
Order_No_7154,423.5
Order_No_18002,1973.6
Order_No_16998,879.8
Order_No_1810,1021.4
Order_No_3518,1343.1
Order_No_15886,1615.0
Order_No_20471,2241.7
Order_No_27107,1015.4
Order_No_10691,1763.4
Order_No_24466,1178.2
Order_No_341,1753.8
Order_No_16267,1011.7
Order_No_2028,1787.6
Order_No_19672,2126.6
Order_No_24563,1985.7
Order_No_4491,2130.4
Order_No_21410,2737.0
Order_No_19018,1022.8
Order_No_7396,1976.4
Order_No_1145,1432.3
Order_No_794,1709.0
Order_No_14658,1691.2
Order_No_16608,2346.4
Order_No_28115,2184.2
Order_No_4410,2081.7
Order_No_7341,1491.7
Order_No_17015,2666.0
Order_No_15149,1074.1
Order_No_21687,2433.6
Order_No_22079,3382.6
Order_No_23299,2267.4
Order_No_19344,1742.2
Order_No_11893,2894.0
Order_No_11376,2140.7
Order_No_9822,650.7
Order_No_14105,2036.1
Order_No_9023,544.5
Order_No_6043,1398.6
Order_No_10624,1775.7
Order_No_9552,1402.9
Order_No_5526,2056.7
Order_No_17471,1114.7
Order_No_27903,715.1
Order_No_25791,865.3
Order_No_21784,1817.0
Order_No_20925,893.6
Order_No_28093,849.0
Order_No_891,2286.7
Order_No_7631,1142.2
Order_No_16782,2458.0
Order_No_11438,2105.8
Order_No_8243,1831.1
Order_No_6599,1706.6
Order_No_18536,644.2
Order_No_3968,586.2
Order_No_10614,1131.0
Order_No_26433,1347.2
Order_No_14667,931.6
Order_No_7900,542.8
Order_No_19928,848.3
Order_No_9788,1265.8
Order_No_3639,1321.7
Order_No_18835,2562.9
Order_No_818,1634.1
Order_No_22462,1303.7
Order_No_18111,888.7
Order_No_22244,1533.3
Order_No_6582,1381.8
Order_No_12846,2637.9
Order_No_15440,1929.3
Order_No_17959,2447.1
Order_No_3236,1793.7
Order_No_14586,1309.6
Order_No_16883,2773.0
Order_No_7783,2092.9
Order_No_6593,1724.3
Order_No_7936,1922.2
Order_No_4139,1236.2
Order_No_27776,1597.5
Order_No_27269,1961.0
Order_No_22730,2568.4
Order_No_7302,546.5
Order_No_21950,1167.4
Order_No_25800,1469.1
Order_No_19855,186.2
